注灵ID	注灵类型	法宝ID	备注	境界等级	需要角色等级	注灵材料	位置参数	前置注灵ID	力量	智慧	根骨	体魄	敏捷	身法	生命值	物理攻击	法术攻击	治疗强度	物理防御	法术防御	额外伤害	伤害减免	暴击等级	暴击伤害等级	暴击防御等级	暴击伤害减免等级	命中等级	回避等级	招架等级	物理穿透等级	法术穿透等级	全属性抗性	金抗性	木抗性	水抗性	火抗性	土抗性	金伤害	木伤害	水伤害	火伤害	土伤害
40217	1	402	东皇钟	1	50	1901;5	16	40216				5																														
40218	1	402	东皇钟	1	50	1901;5	19	40217						5																												
40221	1	402	东皇钟	2	50	1901;10	1			6																																
40222	1	402	东皇钟	2	50	1901;10	2	40221			6																															
40223	1	402	东皇钟	2	50	1901;10	5	40222		6																																
40224	1	402	东皇钟	2	50	1901;10	7	40223					6																													
40225	1	402	东皇钟	2	50	1901;10	9	40224		6																																
40226	1	402	东皇钟	2	50	1901;10	11	40225				6																														
40227	1	402	东皇钟	2	50	1901;10	13	40226		6																																
40228	1	402	东皇钟	2	50	1901;10	15	40227						6																												
41221	2	402	东皇钟	2	50	1903;1	17	40221									15								23																	
41222	2	402	东皇钟	2	50	1903;1	19	40223															23	45																		
41223	2	402	东皇钟	2	50	1903;1	20	40225																45				23														
41224	2	402	东皇钟	2	50	1903;1	21	40227															23	45																		
40231	1	402	东皇钟	3	50	1901;10	3			7																																
40232	1	402	东皇钟	3	50	1901;10	4	40231			7																															
40233	1	402	东皇钟	3	50	1901;10	6	40232		7																																
40234	1	402	东皇钟	3	50	1901;10	7	40233				7																														
40235	1	402	东皇钟	3	50	1901;10	9	40234		7																																
40236	1	402	东皇钟	3	50	1901;10	11	40235					7																													
40237	1	402	东皇钟	3	50	1901;10	12	40236		7																																
40238	1	402	东皇钟	3	50	1901;10	14	40237		7																																
41231	2	402	东皇钟	3	50	1903;2	16	40232																45				23														
41232	2	402	东皇钟	3	50	1903;2	17	40234									15														23											
41233	2	402	东皇钟	3	50	1903;2	18	40236															23	45																		
41234	2	402	东皇钟	3	50	1903;2	20	40238																	23			23														
40241	1	402	东皇钟	4	50	1901;20	3			8																																
40242	1	402	东皇钟	4	50	1901;20	4	40241					8																													
40243	1	402	东皇钟	4	50	1901;20	6	40242				8																														
40244	1	402	东皇钟	4	50	1901;20	7	40243		8																																
40245	1	402	东皇钟	4	50	1901;20	9	40244			8																															
40246	1	402	东皇钟	4	50	1901;20	11	40245				8																														
40247	1	402	东皇钟	4	50	1901;20	12	40246					8																													
40248	1	402	东皇钟	4	50	1901;20	14	40247		8																																
41241	2	402	东皇钟	4	50	1903;3	16	40241																	23						23											
41242	2	402	东皇钟	4	50	1903;3	17	40244																45				23														
41243	2	402	东皇钟	4	50	1903;3	18	40247									15						23																			
41244	2	402	东皇钟	4	50	1903;3	20	40248															23	45																		
40251	1	402	东皇钟	5	50	1901;50	3			9																																
40252	1	402	东皇钟	5	50	1901;50	4	40251						9																												
40253	1	402	东皇钟	5	50	1901;50	6	40252		9																																
40254	1	402	东皇钟	5	50	1901;50	7	40253			9																															
40255	1	402	东皇钟	5	50	1901;50	9	40254		9																																
40256	1	402	东皇钟	5	50	1901;50	11	40255				9																														
40257	1	402	东皇钟	5	50	1901;50	12	40256		9																																
40258	1	402	东皇钟	5	50	1901;50	14	40257					9																													
41251	2	402	东皇钟	5	50	1903;4	16	40253		10			10															15														
41252	2	402	东皇钟	5	50	1903;4	17	40254				15											23																			
41253	2	402	东皇钟	5	50	1903;4	18	40255																45				23														
41254	2	402	东皇钟	5	50	1903;4	20	40256									15														23											
40261	1	402	东皇钟	6	50	1901;30,1902;1	3			10																																
40262	1	402	东皇钟	6	50	1901;30,1902;1	4	40261				10																														
40263	1	402	东皇钟	6	50	1901;30,1902;1	6	40262		10																																
40264	1	402	东皇钟	6	50	1901;30,1902;1	7	40263			10																															
40265	1	402	东皇钟	6	50	1901;30,1902;1	9	40264		10																																
40266	1	402	东皇钟	6	50	1901;30,1902;1	11	40265					10																													
40267	1	402	东皇钟	6	50	1901;30,1902;1	12	40266		10																																
40268	1	402	东皇钟	6	50	1901;30,1902;1	14	40267						10																												
41261	2	402	东皇钟	6	50	1903;5	16	40262									15											23														
41262	2	402	东皇钟	6	50	1903;5	17	40263					15										23																			
41263	2	402	东皇钟	6	50	1903;5	18	40266					10										15					15														
41264	2	402	东皇钟	6	50	1903;5	20	40267		15													23																			
40271	1	402	东皇钟	7	50	1901;30,1902;1	3			11																																
40272	1	402	东皇钟	7	50	1901;30,1902;1	4	40271			11																															
40273	1	402	东皇钟	7	50	1901;30,1902;1	6	40272				11																														
40274	1	402	东皇钟	7	50	1901;30,1902;1	7	40273						11																												
40275	1	402	东皇钟	7	50	1901;30,1902;1	9	40274		11																																
40276	1	402	东皇钟	7	50	1901;30,1902;1	11	40275					11																													
40277	1	402	东皇钟	7	50	1901;30,1902;1	12	40276						11																												
40278	1	402	东皇钟	7	50	1901;30,1902;1	14	40277		11																																
41271	2	402	东皇钟	7	50	1903;6	16	40271									15						23																			
41272	2	402	东皇钟	7	50	1903;6	17	40274																				23			23											
41273	2	402	东皇钟	7	50	1903;6	18	40275				15											23																			
41274	2	402	东皇钟	7	50	1903;6	20	40278																	23			23														
40281	1	402	东皇钟	8	50	1901;40,1902;2	3			12																																
40282	1	402	东皇钟	8	50	1901;40,1902;2	4	40281						12																												
40283	1	402	东皇钟	8	50	1901;40,1902;2	6	40282				12																														
40284	1	402	东皇钟	8	50	1901;40,1902;2	7	40283					12																													
40285	1	402	东皇钟	8	50	1901;40,1902;2	9	40284					12																													
40286	1	402	东皇钟	8	50	1901;40,1902;2	11	40285				12																														
40287	1	402	东皇钟	8	50	1901;40,1902;2	12	40286		12																																
40288	1	402	东皇钟	8	50	1901;40,1902;2	14	40287		12																																
41281	2	402	东皇钟	8	50	1903;7	16	40283									15											23														
41282	2	402	东皇钟	8	50	1903;7	17	40284				15												45																		
41283	2	402	东皇钟	8	50	1903;7	18	40286		10			10										15																			
41284	2	402	东皇钟	8	50	1903;7	20	40287									15											23														
40291	1	402	东皇钟	9	50	1901;40,1902;3	3			13																																
40292	1	402	东皇钟	9	50	1901;40,1902;3	4	40291				13																														
40293	1	402	东皇钟	9	50	1901;40,1902;3	6	40292			13																															
40294	1	402	东皇钟	9	50	1901;40,1902;3	7	40293					13																													
40295	1	402	东皇钟	9	50	1901;40,1902;3	9	40294				13																														
40296	1	402	东皇钟	9	50	1901;40,1902;3	11	40295		13																																
40297	1	402	东皇钟	9	50	1901;40,1902;3	12	40296					13																													
40298	1	402	东皇钟	9	50	1901;40,1902;3	14	40297		13																																
41291	2	402	东皇钟	9	50	1903;7	16	40295									15														23											
41292	2	402	东皇钟	9	50	1903;7	17	40296															23					23														
41293	2	402	东皇钟	9	50	1903;7	18	40297		15														45																		
41294	2	402	东皇钟	9	50	1903;7	20	40298									15								23																	
40301	1	403	轩辕剑	0	50	1901;2	1						4																													
40302	1	403	轩辕剑	0	50	1901;2	3	40301	4	4																																
40303	1	403	轩辕剑	0	50	1901;2	4	40302					4																													
40304	1	403	轩辕剑	0	50	1901;2	7	40303			4																															
40305	1	403	轩辕剑	0	50	1901;2	12	40304					4																													
40306	1	403	轩辕剑	0	50	1901;2	16	40305				4																														
40307	1	403	轩辕剑	0	50	1901;2	18	40306					4																													
40308	1	403	轩辕剑	0	50	1901;2	20	40307	4	4																																
40311	1	403	轩辕剑	1	50	1901;5	2							5																												
40312	1	403	轩辕剑	1	50	1901;5	3	40311					5																													
40313	1	403	轩辕剑	1	50	1901;5	4	40312	5																																	
40314	1	403	轩辕剑	1	50	1901;5	6	40313					5																													
40315	1	403	轩辕剑	1	50	1901;5	11	40314			5																															
40316	1	403	轩辕剑	1	50	1901;5	14	40315					5																													
40317	1	403	轩辕剑	1	50	1901;5	16	40316		5																																
40318	1	403	轩辕剑	1	50	1901;5	19	40317					5																													
40321	1	403	轩辕剑	2	50	1901;10	1				6																															
40322	1	403	轩辕剑	2	50	1901;10	2	40321	6	6																																
40323	1	403	轩辕剑	2	50	1901;10	5	40322				6																														
40324	1	403	轩辕剑	2	50	1901;10	7	40323						6																												
40325	1	403	轩辕剑	2	50	1901;10	9	40324					6																													
40326	1	403	轩辕剑	2	50	1901;10	11	40325				6																														
40327	1	403	轩辕剑	2	50	1901;10	13	40326			6																															
40328	1	403	轩辕剑	2	50	1901;10	15	40327	6	6																																
41321	2	403	轩辕剑	2	50	1903;1	17	40321					15											45																		
41322	2	403	轩辕剑	2	50	1903;1	19	40323					15								12																					
41323	2	403	轩辕剑	2	50	1903;1	20	40325								15	15					12																				
41324	2	403	轩辕剑	2	50	1903;1	21	40327					15											45																		
40331	1	403	轩辕剑	3	50	1901;10	3		7	7																																
40332	1	403	轩辕剑	3	50	1901;10	4	40331					7																													
40333	1	403	轩辕剑	3	50	1901;10	6	40332					7																													
40334	1	403	轩辕剑	3	50	1901;10	7	40333			7																															
40335	1	403	轩辕剑	3	50	1901;10	9	40334						7																												
40336	1	403	轩辕剑	3	50	1901;10	11	40335				7																														
40337	1	403	轩辕剑	3	50	1901;10	12	40336	7	7																																
40338	1	403	轩辕剑	3	50	1901;10	14	40337						7																												
41331	2	403	轩辕剑	3	50	1903;2	16	40332					15								12		23																			
41332	2	403	轩辕剑	3	50	1903;2	17	40334								10	10				8	8																				
41333	2	403	轩辕剑	3	50	1903;2	18	40336													12			45																		
41334	2	403	轩辕剑	3	50	1903;2	20	40338																45								11										
40341	1	403	轩辕剑	4	50	1901;20	3		8																																	
40342	1	403	轩辕剑	4	50	1901;20	4	40341					8																													
40343	1	403	轩辕剑	4	50	1901;20	6	40342		8																																
40344	1	403	轩辕剑	4	50	1901;20	7	40343					8																													
40345	1	403	轩辕剑	4	50	1901;20	9	40344	8	8																																
40346	1	403	轩辕剑	4	50	1901;20	11	40345					8																													
40347	1	403	轩辕剑	4	50	1901;20	12	40346																																		
40348	1	403	轩辕剑	4	50	1901;20	14	40347					8																													
41341	2	403	轩辕剑	4	50	1903;3	16	40341													8		15	30																		
41342	2	403	轩辕剑	4	50	1903;3	17	40344								15	15																									
41343	2	403	轩辕剑	4	50	1903;3	18	40347					15								12																					
41344	2	403	轩辕剑	4	50	1903;3	20	40348	15	15											12																					
40351	1	403	轩辕剑	5	50	1901;50	3				9																															
40352	1	403	轩辕剑	5	50	1901;50	4	40351	9	9																																
40353	1	403	轩辕剑	5	50	1901;50	6	40352					9																													
40354	1	403	轩辕剑	5	50	1901;50	7	40353					9																													
40355	1	403	轩辕剑	5	50	1901;50	9	40354						9																												
40356	1	403	轩辕剑	5	50	1901;50	11	40355				9																														
40357	1	403	轩辕剑	5	50	1901;50	12	40356					9																													
40358	1	403	轩辕剑	5	50	1901;50	14	40357			9																															
41351	2	403	轩辕剑	5	50	1903;4	16	40353								15	15				12																					
41352	2	403	轩辕剑	5	50	1903;4	17	40354								10	10							30								7										
41353	2	403	轩辕剑	5	50	1903;4	18	40355															23	45																		
41354	2	403	轩辕剑	5	50	1903;4	20	40356	15	15											12																					
40361	1	403	轩辕剑	6	50	1901;30,1902;1	3						10																													
40362	1	403	轩辕剑	6	50	1901;30,1902;1	4	40361						10																												
40363	1	403	轩辕剑	6	50	1901;30,1902;1	6	40362				10																														
40364	1	403	轩辕剑	6	50	1901;30,1902;1	7	40363			10																															
40365	1	403	轩辕剑	6	50	1901;30,1902;1	9	40364						10																												
40366	1	403	轩辕剑	6	50	1901;30,1902;1	11	40365	10	10																																
40367	1	403	轩辕剑	6	50	1901;30,1902;1	12	40366					10																													
40368	1	403	轩辕剑	6	50	1901;30,1902;1	14	40367			10																															
41361	2	403	轩辕剑	6	50	1903;5	16	40362								15	15					12																				
41362	2	403	轩辕剑	6	50	1903;5	17	40363													12											11										
41363	2	403	轩辕剑	6	50	1903;5	18	40366					15											45																		
41364	2	403	轩辕剑	6	50	1903;5	20	40367													12			45																		
40371	1	403	轩辕剑	7	50	1901;30,1902;1	3		11																																	
40372	1	403	轩辕剑	7	50	1901;30,1902;1	4	40371				11																														
40373	1	403	轩辕剑	7	50	1901;30,1902;1	6	40372		11																																
40374	1	403	轩辕剑	7	50	1901;30,1902;1	7	40373						11																												
40375	1	403	轩辕剑	7	50	1901;30,1902;1	9	40374					11																													
40376	1	403	轩辕剑	7	50	1901;30,1902;1	11	40375					11																													
40377	1	403	轩辕剑	7	50	1901;30,1902;1	12	40376			11																															
40378	1	403	轩辕剑	7	50	1901;30,1902;1	14	40377				11																														
41371	2	403	轩辕剑	7	50	1903;6	16	40371								15	15															11										
41372	2	403	轩辕剑	7	50	1903;6	17	40374	15	15													23																			
41373	2	403	轩辕剑	7	50	1903;6	18	40375								15	15							45																		
41374	2	403	轩辕剑	7	50	1903;6	20	40378													12			45																		
40381	1	403	轩辕剑	8	50	1901;40,1902;2	3			12																																
40382	1	403	轩辕剑	8	50	1901;40,1902;2	4	40381					12																													
40383	1	403	轩辕剑	8	50	1901;40,1902;2	6	40382	12																																	
40384	1	403	轩辕剑	8	50	1901;40,1902;2	7	40383						12																												
40385	1	403	轩辕剑	8	50	1901;40,1902;2	9	40384				12																														
40386	1	403	轩辕剑	8	50	1901;40,1902;2	11	40385			12																															
40387	1	403	轩辕剑	8	50	1901;40,1902;2	12	40386					12																													
40388	1	403	轩辕剑	8	50	1901;40,1902;2	14	40387						12																												
41381	2	403	轩辕剑	8	50	1903;7	16	40383								15	15					12																				
41382	2	403	轩辕剑	8	50	1903;7	17	40384																45								11										
41383	2	403	轩辕剑	8	50	1903;7	18	40386													12			45																		
41384	2	403	轩辕剑	8	50	1903;7	20	40387	15	15													23																			
40391	1	403	轩辕剑	9	50	1901;40,1902;3	3		13	13																																
40392	1	403	轩辕剑	9	50	1901;40,1902;3	4	40391					13																													
40393	1	403	轩辕剑	9	50	1901;40,1902;3	6	40392						13																												
40394	1	403	轩辕剑	9	50	1901;40,1902;3	7	40393					13																													
40395	1	403	轩辕剑	9	50	1901;40,1902;3	9	40394				13																														
40396	1	403	轩辕剑	9	50	1901;40,1902;3	11	40395			13																															
40397	1	403	轩辕剑	9	50	1901;40,1902;3	12	40396				13																														
40398	1	403	轩辕剑	9	50	1901;40,1902;3	14	40397					13																													
41391	2	403	轩辕剑	9	50	1903;7	16	40395								15	15							45																		
41392	2	403	轩辕剑	9	50	1903;7	17	40396					15								12																					
41393	2	403	轩辕剑	9	50	1903;7	18	40397					15									12																				
41394	2	403	轩辕剑	9	50	1903;7	20	40398													12			45																		
40401	1	404	昊天塔	0	50	1901;2	1		4																																	
40402	1	404	昊天塔	0	50	1901;2	3	40401			4																															
40403	1	404	昊天塔	0	50	1901;2	4	40402				4																														
40404	1	404	昊天塔	0	50	1901;2	7	40403					4																													
40405	1	404	昊天塔	0	50	1901;2	12	40404						4																												
40406	1	404	昊天塔	0	50	1901;2	16	40405			4																															
40407	1	404	昊天塔	0	50	1901;2	18	40406				4																														
40408	1	404	昊天塔	0	50	1901;2	20	40407	4																																	
40411	1	404	昊天塔	1	50	1901;5	2		5																																	
40412	1	404	昊天塔	1	50	1901;5	3	40411				5																														
40413	1	404	昊天塔	1	50	1901;5	4	40412			5																															
40414	1	404	昊天塔	1	50	1901;5	6	40413						5																												
40415	1	404	昊天塔	1	50	1901;5	11	40414					5																													
40416	1	404	昊天塔	1	50	1901;5	14	40415			5																															
40417	1	404	昊天塔	1	50	1901;5	16	40416	5																																	
40418	1	404	昊天塔	1	50	1901;5	19	40417				5																														
40421	1	404	昊天塔	2	50	1901;10	1				6																															
40422	1	404	昊天塔	2	50	1901;10	2	40421				6																														
40423	1	404	昊天塔	2	50	1901;10	5	40422	6																																	
40424	1	404	昊天塔	2	50	1901;10	7	40423					6																													
40425	1	404	昊天塔	2	50	1901;10	9	40424					6																													
40426	1	404	昊天塔	2	50	1901;10	11	40425						6																												
40427	1	404	昊天塔	2	50	1901;10	13	40426			6																															
40428	1	404	昊天塔	2	50	1901;10	15	40427	6																																	
41421	2	404	昊天塔	2	50	1903;1	17	40421											30						23																	
41422	2	404	昊天塔	2	50	1903;1	19	40423												30	12																					
41423	2	404	昊天塔	2	50	1903;1	20	40425			15				120																											
41424	2	404	昊天塔	2	50	1903;1	21	40427	15														23																			
40431	1	404	昊天塔	3	50	1901;10	3					7																														
40432	1	404	昊天塔	3	50	1901;10	4	40431	7																																	
40433	1	404	昊天塔	3	50	1901;10	6	40432			7																															
40434	1	404	昊天塔	3	50	1901;10	7	40433	7																																	
40435	1	404	昊天塔	3	50	1901;10	9	40434			7																															
40436	1	404	昊天塔	3	50	1901;10	11	40435	7																																	
40437	1	404	昊天塔	3	50	1901;10	12	40436					7																													
40438	1	404	昊天塔	3	50	1901;10	14	40437			7																															
41431	2	404	昊天塔	3	50	1903;2	16	40432												30					23																	
41432	2	404	昊天塔	3	50	1903;2	17	40434											30				23																			
41433	2	404	昊天塔	3	50	1903;2	18	40436	15												12																					
41434	2	404	昊天塔	3	50	1903;2	20	40438			15														23																	
40441	1	404	昊天塔	4	50	1901;20	3		8																																	
40442	1	404	昊天塔	4	50	1901;20	4	40441			8																															
40443	1	404	昊天塔	4	50	1901;20	6	40442	8																																	
40444	1	404	昊天塔	4	50	1901;20	7	40443					8																													
40445	1	404	昊天塔	4	50	1901;20	9	40444						8																												
40446	1	404	昊天塔	4	50	1901;20	11	40445			8																															
40447	1	404	昊天塔	4	50	1901;20	12	40446				8																														
40448	1	404	昊天塔	4	50	1901;20	14	40447			8																															
41441	2	404	昊天塔	4	50	1903;3	16	40441												20	8		15																			
41442	2	404	昊天塔	4	50	1903;3	17	40444													12				23																	
41443	2	404	昊天塔	4	50	1903;3	18	40447			15								30																							
41444	2	404	昊天塔	4	50	1903;3	20	40448													12		23																			
40451	1	404	昊天塔	5	50	1901;50	3				9																															
40452	1	404	昊天塔	5	50	1901;50	4	40451	9																																	
40453	1	404	昊天塔	5	50	1901;50	6	40452			9																															
40454	1	404	昊天塔	5	50	1901;50	7	40453					9																													
40455	1	404	昊天塔	5	50	1901;50	9	40454			9																															
40456	1	404	昊天塔	5	50	1901;50	11	40455				9																														
40457	1	404	昊天塔	5	50	1901;50	12	40456	9																																	
40458	1	404	昊天塔	5	50	1901;50	14	40457			9																															
41451	2	404	昊天塔	5	50	1903;4	16	40453							120				30																							
41452	2	404	昊天塔	5	50	1903;4	17	40454												30					23																	
41453	2	404	昊天塔	5	50	1903;4	18	40455			15										12																					
41454	2	404	昊天塔	5	50	1903;4	20	40456															23		23																	
40461	1	404	昊天塔	6	50	1901;30,1902;1	3							10																												
40462	1	404	昊天塔	6	50	1901;30,1902;1	4	40461			10																															
40463	1	404	昊天塔	6	50	1901;30,1902;1	6	40462	10																																	
40464	1	404	昊天塔	6	50	1901;30,1902;1	7	40463				10																														
40465	1	404	昊天塔	6	50	1901;30,1902;1	9	40464						10																												
40466	1	404	昊天塔	6	50	1901;30,1902;1	11	40465			10																															
40467	1	404	昊天塔	6	50	1901;30,1902;1	12	40466	10																																	
40468	1	404	昊天塔	6	50	1901;30,1902;1	14	40467			10																															
41461	2	404	昊天塔	6	50	1903;5	16	40462													12		23																			
41462	2	404	昊天塔	6	50	1903;5	17	40463											30						23																	
41463	2	404	昊天塔	6	50	1903;5	18	40466												30							27															
41464	2	404	昊天塔	6	50	1903;5	20	40467							80										15		18															
40471	1	404	昊天塔	7	50	1901;30,1902;1	3				11																															
40472	1	404	昊天塔	7	50	1901;30,1902;1	4	40471	11																																	
40473	1	404	昊天塔	7	50	1901;30,1902;1	6	40472					11																													
40474	1	404	昊天塔	7	50	1901;30,1902;1	7	40473			11																															
40475	1	404	昊天塔	7	50	1901;30,1902;1	9	40474				11																														
40476	1	404	昊天塔	7	50	1901;30,1902;1	11	40475			11																															
40477	1	404	昊天塔	7	50	1901;30,1902;1	12	40476			11																															
40478	1	404	昊天塔	7	50	1901;30,1902;1	14	40477	11																																	
41471	2	404	昊天塔	7	50	1903;6	16	40471													12		23																			
41472	2	404	昊天塔	7	50	1903;6	17	40474															23		23																	
41473	2	404	昊天塔	7	50	1903;6	18	40475												30							27															
41474	2	404	昊天塔	7	50	1903;6	20	40478							120				30																							
40481	1	404	昊天塔	8	50	1901;40,1902;2	3					12																														
40482	1	404	昊天塔	8	50	1901;40,1902;2	4	40481			12																															
40483	1	404	昊天塔	8	50	1901;40,1902;2	6	40482	12																																	
40484	1	404	昊天塔	8	50	1901;40,1902;2	7	40483						12																												
40485	1	404	昊天塔	8	50	1901;40,1902;2	9	40484					12																													
40486	1	404	昊天塔	8	50	1901;40,1902;2	11	40485				12																														
40487	1	404	昊天塔	8	50	1901;40,1902;2	12	40486	12																																	
40488	1	404	昊天塔	8	50	1901;40,1902;2	14	40487			12																															
41481	2	404	昊天塔	8	50	1903;7	16	40483												30					23																	
41482	2	404	昊天塔	8	50	1903;7	17	40484	10										20						15																	
41483	2	404	昊天塔	8	50	1903;7	18	40486							120								23																			
41484	2	404	昊天塔	8	50	1903;7	20	40487			15										12																					
40491	1	404	昊天塔	9	50	1901;40,1902;3	3		13																																	
40492	1	404	昊天塔	9	50	1901;40,1902;3	4	40491			13																															
40493	1	404	昊天塔	9	50	1901;40,1902;3	6	40492				13																														
40494	1	404	昊天塔	9	50	1901;40,1902;3	7	40493				13																														
40495	1	404	昊天塔	9	50	1901;40,1902;3	9	40494				13																														
40496	1	404	昊天塔	9	50	1901;40,1902;3	11	40495			13																															
40497	1	404	昊天塔	9	50	1901;40,1902;3	12	40496						13																												
40498	1	404	昊天塔	9	50	1901;40,1902;3	14	40497			13																															
41491	2	404	昊天塔	9	50	1903;7	16	40495												30			23																			
41492	2	404	昊天塔	9	50	1903;7	17	40496													12				23																	
41493	2	404	昊天塔	9	50	1903;7	18	40497			15								30																							
41494	2	404	昊天塔	9	50	1903;7	20	40498							120												27															
40501	1	405	伏羲琴	0	50	1901;2	1			4																																
40502	1	405	伏羲琴	0	50	1901;2	3	40501			4																															
40503	1	405	伏羲琴	0	50	1901;2	4	40502				4																														
40504	1	405	伏羲琴	0	50	1901;2	7	40503						4																												
40505	1	405	伏羲琴	0	50	1901;2	12	40504				4																														
40506	1	405	伏羲琴	0	50	1901;2	16	40505			4																															
40507	1	405	伏羲琴	0	50	1901;2	18	40506				4																														
40508	1	405	伏羲琴	0	50	1901;2	20	40507					4																													
40511	1	405	伏羲琴	1	50	1901;5	2				5																															
40512	1	405	伏羲琴	1	50	1901;5	3	40511		5																																
40513	1	405	伏羲琴	1	50	1901;5	4	40512						5																												
40514	1	405	伏羲琴	1	50	1901;5	6	40513				5																														
40515	1	405	伏羲琴	1	50	1901;5	11	40514						5																												
40516	1	405	伏羲琴	1	50	1901;5	14	40515		5																																
40517	1	405	伏羲琴	1	50	1901;5	16	40516				5																														
40518	1	405	伏羲琴	1	50	1901;5	19	40517		5																																
40521	1	405	伏羲琴	2	50	1901;10	1					6																														
40522	1	405	伏羲琴	2	50	1901;10	2	40521		6																																
40523	1	405	伏羲琴	2	50	1901;10	5	40522			6																															
40524	1	405	伏羲琴	2	50	1901;10	7	40523				6																														
40525	1	405	伏羲琴	2	50	1901;10	9	40524			6																															
40526	1	405	伏羲琴	2	50	1901;10	11	40525					6																													
40527	1	405	伏羲琴	2	50	1901;10	13	40526				6																														
40528	1	405	伏羲琴	2	50	1901;10	15	40527			6																															
41521	2	405	伏羲琴	2	50	1903;1	17	40521									15						23																			
41522	2	405	伏羲琴	2	50	1903;1	19	40523																45				23														
41523	2	405	伏羲琴	2	50	1903;1	20	40525				15																														
41524	2	405	伏羲琴	2	50	1903;1	21	40527															23								23											
40531	1	405	伏羲琴	3	50	1901;10	3			7																																
40532	1	405	伏羲琴	3	50	1901;10	4	40531			7																															
40533	1	405	伏羲琴	3	50	1901;10	6	40532				7																														
40534	1	405	伏羲琴	3	50	1901;10	7	40533					7																													
40535	1	405	伏羲琴	3	50	1901;10	9	40534						7																												
40536	1	405	伏羲琴	3	50	1901;10	11	40535				7																														
40537	1	405	伏羲琴	3	50	1901;10	12	40536			7																															
40538	1	405	伏羲琴	3	50	1901;10	14	40537				7																														
41531	2	405	伏羲琴	3	50	1903;2	16	40532		10	10													30																		
41532	2	405	伏羲琴	3	50	1903;2	17	40534									15								23																	
41533	2	405	伏羲琴	3	50	1903;2	18	40536																45																		
41534	2	405	伏羲琴	3	50	1903;2	20	40538				15											23																			
40541	1	405	伏羲琴	4	50	1901;20	3							8																												
40542	1	405	伏羲琴	4	50	1901;20	4	40541					8																													
40543	1	405	伏羲琴	4	50	1901;20	6	40542			8																															
40544	1	405	伏羲琴	4	50	1901;20	7	40543				8																														
40545	1	405	伏羲琴	4	50	1901;20	9	40544						8																												
40546	1	405	伏羲琴	4	50	1901;20	11	40545				8																														
40547	1	405	伏羲琴	4	50	1901;20	12	40546		8																																
40548	1	405	伏羲琴	4	50	1901;20	14	40547			8																															
41541	2	405	伏羲琴	4	50	1903;3	16	40541									15							45																		
41542	2	405	伏羲琴	4	50	1903;3	17	40544																	23						23											
41543	2	405	伏羲琴	4	50	1903;3	18	40547															23	45																		
41544	2	405	伏羲琴	4	50	1903;3	20	40548			15																	23														
40551	1	405	伏羲琴	5	50	1901;50	3					9																														
40552	1	405	伏羲琴	5	50	1901;50	4	40551		9																																
40553	1	405	伏羲琴	5	50	1901;50	6	40552			9																															
40554	1	405	伏羲琴	5	50	1901;50	7	40553					9																													
40555	1	405	伏羲琴	5	50	1901;50	9	40554						9																												
40556	1	405	伏羲琴	5	50	1901;50	11	40555				9																														
40557	1	405	伏羲琴	5	50	1901;50	12	40556			9																															
40558	1	405	伏羲琴	5	50	1901;50	14	40557				9																														
41551	2	405	伏羲琴	5	50	1903;4	16	40553									15						23																			
41552	2	405	伏羲琴	5	50	1903;4	17	40554				15												45																		
41553	2	405	伏羲琴	5	50	1903;4	18	40555															23					23														
41554	2	405	伏羲琴	5	50	1903;4	20	40556		15																																
40561	1	405	伏羲琴	6	50	1901;30,1902;1	3					10																														
40562	1	405	伏羲琴	6	50	1901;30,1902;1	4	40561			10																															
40563	1	405	伏羲琴	6	50	1901;30,1902;1	6	40562		10																																
40564	1	405	伏羲琴	6	50	1901;30,1902;1	7	40563					10																													
40565	1	405	伏羲琴	6	50	1901;30,1902;1	9	40564						10																												
40566	1	405	伏羲琴	6	50	1901;30,1902;1	11	40565				10																														
40567	1	405	伏羲琴	6	50	1901;30,1902;1	12	40566				10																														
40568	1	405	伏羲琴	6	50	1901;30,1902;1	14	40567						10																												
41561	2	405	伏羲琴	6	50	1903;5	16	40562		10													15					15														
41562	2	405	伏羲琴	6	50	1903;5	17	40563															23								23											
41563	2	405	伏羲琴	6	50	1903;5	18	40566			10	10																														
41564	2	405	伏羲琴	6	50	1903;5	20	40567																45	23																	
40571	1	405	伏羲琴	7	50	1901;30,1902;1	3					11																														
40572	1	405	伏羲琴	7	50	1901;30,1902;1	4	40571		11																																
40573	1	405	伏羲琴	7	50	1901;30,1902;1	6	40572			11																															
40574	1	405	伏羲琴	7	50	1901;30,1902;1	7	40573					11																													
40575	1	405	伏羲琴	7	50	1901;30,1902;1	9	40574						11																												
40576	1	405	伏羲琴	7	50	1901;30,1902;1	11	40575				11																														
40577	1	405	伏羲琴	7	50	1901;30,1902;1	12	40576			11																															
40578	1	405	伏羲琴	7	50	1901;30,1902;1	14	40577				11																														
41571	2	405	伏羲琴	7	50	1903;6	16	40571															23																			
41572	2	405	伏羲琴	7	50	1903;6	17	40574																45				23														
41573	2	405	伏羲琴	7	50	1903;6	18	40575		15														45																		
41574	2	405	伏羲琴	7	50	1903;6	20	40578				15					15																									
40581	1	405	伏羲琴	8	50	1901;40,1902;2	3				12																															
40582	1	405	伏羲琴	8	50	1901;40,1902;2	4	40581		12																																
