id	名称	类型	子类型	品质	职业	对应绑定物品ID	对应不绑定物品ID	是否可使用	全部使用	不可丢弃	不可出售	售价-银贝	售价-金贝	售价-碧玉	关联商会道具ID	贵重物品	是否绑定	是否可寄售	获得后自动使用	获得后提示使用	使用等级	叠加数量	使用后冷却	合成ID	分解产物	道具耐久	触发事件	资质提升下限	资质提升上限	成长提升下限	成长提升上限	悟性提升	灵兽资质要求	使用次数限制	转化值下限	转化值上限	吟唱时间	奖励ID	灵兽技能	激活宠物	激活法宝	附魂ID	增加\n血量	获得状态	法宝潜修经验	激活称号ID	获得时装ID	增加时装期限	获得坐骑ID	增加坐骑期限	摇钱树id	摇钱树加速时间	宝图-点集	奖励生活经验	生活技能使用等级限制	图标	用途	描述	获取途径
3342	青龙圣徒精魄	1	8	4	-1			1			0	96000			3341		1				30	100																																		ui_pet_yunhu_1	功能：仙灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3343	青龙圣徒精魄	1	8	4	-1			1			0	96000			3341		1				40	100																																		ui_pet_yunhu_1	功能：仙灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3344	青龙圣徒精魄	1	8	4	-1			1			0	96000			3341		1				40	100																																		ui_pet_yunhu_1	功能：仙灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3345	青龙圣徒精魄	1	8	4	-1			1			0	96000			3341		1				50	100																																		ui_pet_yunhu_1	功能：仙灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3346	青龙圣徒精魄	1	8	4	-1			1			0	96000			3341		1				50	100																																		ui_pet_yunhu_1	功能：仙灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3347	青龙圣徒精魄	1	8	4	-1			1			0	96000			3341		1				60	100																																		ui_pet_yunhu_1	功能：仙灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3348	青龙圣徒精魄	1	8	4	-1			1			0	96000			3341		1				60	100																																		ui_pet_yunhu_1	功能：仙灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3349	青龙圣徒精魄	1	8	4	-1			1			0	96000			3341		1				70	100																																		ui_pet_yunhu_1	功能：仙灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3350	青龙圣徒精魄	1	8	4	-1			1			0	96000			3341		1				70	100																																		ui_pet_yunhu_1	功能：仙灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3351	玄武勇士精魄	1	8	4	-1			1			0	96000			3351		1				30	100																																		ui_pet_shuifu_1	功能：仙灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3352	玄武勇士精魄	1	8	4	-1			1			0	96000			3351		1				30	100																																		ui_pet_shuifu_1	功能：仙灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3353	玄武勇士精魄	1	8	4	-1			1			0	96000			3351		1				40	100																																		ui_pet_shuifu_1	功能：仙灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3354	玄武勇士精魄	1	8	4	-1			1			0	96000			3351		1				40	100																																		ui_pet_shuifu_1	功能：仙灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3355	玄武勇士精魄	1	8	4	-1			1			0	96000			3351		1				50	100																																		ui_pet_shuifu_1	功能：仙灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3356	玄武勇士精魄	1	8	4	-1			1			0	96000			3351		1				50	100																																		ui_pet_shuifu_1	功能：仙灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3357	玄武勇士精魄	1	8	4	-1			1			0	96000			3351		1				60	100																																		ui_pet_shuifu_1	功能：仙灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3358	玄武勇士精魄	1	8	4	-1			1			0	96000			3351		1				60	100																																		ui_pet_shuifu_1	功能：仙灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3359	玄武勇士精魄	1	8	4	-1			1			0	96000			3351		1				70	100																																		ui_pet_shuifu_1	功能：仙灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3360	玄武勇士精魄	1	8	4	-1			1			0	96000			3351		1				70	100																																		ui_pet_shuifu_1	功能：仙灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3361	朱雀斥候精魄	1	8	4	-1			1			0	96000			3361		1				30	100																																		ui_pet_hupo_1	功能：仙灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3362	朱雀斥候精魄	1	8	4	-1			1			0	96000			3361		1				30	100																																		ui_pet_hupo_1	功能：仙灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3363	朱雀斥候精魄	1	8	4	-1			1			0	96000			3361		1				40	100																																		ui_pet_hupo_1	功能：仙灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3364	朱雀斥候精魄	1	8	4	-1			1			0	96000			3361		1				40	100																																		ui_pet_hupo_1	功能：仙灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3365	朱雀斥候精魄	1	8	4	-1			1			0	96000			3361		1				50	100																																		ui_pet_hupo_1	功能：仙灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3366	朱雀斥候精魄	1	8	4	-1			1			0	96000			3361		1				50	100																																		ui_pet_hupo_1	功能：仙灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3367	朱雀斥候精魄	1	8	4	-1			1			0	96000			3361		1				60	100																																		ui_pet_hupo_1	功能：仙灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3368	朱雀斥候精魄	1	8	4	-1			1			0	96000			3361		1				60	100																																		ui_pet_hupo_1	功能：仙灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3369	朱雀斥候精魄	1	8	4	-1			1			0	96000			3361		1				70	100																																		ui_pet_hupo_1	功能：仙灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3370	朱雀斥候精魄	1	8	4	-1			1			0	96000			3361		1				70	100																																		ui_pet_hupo_1	功能：仙灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3371	一目民精魄	1	8	4	-1			1			0	96000			3371		1				30	100																																		ui_pet_zhu_1	功能：仙灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3372	一目民精魄	1	8	4	-1			1			0	96000			3371		1				30	100																																		ui_pet_zhu_1	功能：仙灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3373	一目民精魄	1	8	4	-1			1			0	96000			3371		1				40	100																																		ui_pet_zhu_1	功能：仙灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3374	一目民精魄	1	8	4	-1			1			0	96000			3371		1				40	100																																		ui_pet_zhu_1	功能：仙灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3375	一目民精魄	1	8	4	-1			1			0	96000			3371		1				50	100																																		ui_pet_zhu_1	功能：仙灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3376	一目民精魄	1	8	4	-1			1			0	96000			3371		1				50	100																																		ui_pet_zhu_1	功能：仙灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3377	一目民精魄	1	8	4	-1			1			0	96000			3371		1				60	100																																		ui_pet_zhu_1	功能：仙灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3378	一目民精魄	1	8	4	-1			1			0	96000			3371		1				60	100																																		ui_pet_zhu_1	功能：仙灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3379	一目民精魄	1	8	4	-1			1			0	96000			3371		1				70	100																																		ui_pet_zhu_1	功能：仙灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3380	一目民精魄	1	8	4	-1			1			0	96000			3371		1				70	100																																		ui_pet_zhu_1	功能：仙灵精魄	怪物魂魄汇聚而成的精华 可以附于装备上 提高装备属性	
3601	神魔宝图（测试）	-1	0	2	-1						1						0				1	1																																		ui_DiTu	功能：搜寻宝藏	\n破旧的羊皮纸上脉络分明，似乎颇有来历，也许这个世界上真的有让人一夜暴富的宝藏。	
3602	初级兽决（测试）	-1	0	2	-1						1						0				1	1																																		Skill_Books_1	功能：灵兽技能书	可让灵兽学习到初级技能，大大增强灵兽的实力	
3603	高级兽决（测试）	-1	0	3	-1						1						0				1	1																																		Skill_Books_2	功能：灵兽技能书	可让灵兽学习到高级技能，大大增强灵兽的实力	
3604	绝技秘卷（测试）	-1	0	4	-1						1						0				1	1																																		Skill_Books_3	功能：灵兽技能书	可让灵兽学习到绝技技能，大大增强灵兽的实力	
3690	工匠手册	1	0	3		3692		1			1						0	1				99																																100		item_putong_lianwu	功能：提升炼物熟练度	当炼物技能等级为1-10级时，可以使用，提升100点熟练度。	
3691	高级工匠手册	1	0	4		3693		1			1						0	1				99																																200	40	item_gaoji_lianwu	功能：提升炼物熟练度	当炼物技能等级高于10级时，可以使用，提升200点熟练度。	
3692	工匠手册（绑）	1	0	3			3690	1			1						1					99																																100		item_putong_lianwu	功能：提升炼物熟练度	当炼物技能等级为1-10级时，可以使用，提升100点熟练度。	
3693	高级工匠手册（绑）	1	0	4			3691	1			1						1					99																																200	40	item_gaoji_lianwu	功能：提升炼物熟练度	当炼物技能等级高于10级时，可以使用，提升200点熟练度。	
3694	净水	1	0	2							1						0					99																																		Skill_Books_3	功能：供奉物品	氏族供奉时用的到的物品，可在商店购买。	
3695	五牲	1	0	3							1						0					99																																		Skill_Books_3	功能：供奉物品	氏族供奉时用的到的物品，可在商店购买。	
3696	五果	1	0	3							1						0					99																																		Skill_Books_3	功能：供奉物品	氏族供奉时用的到的物品，可在商店购买。	
3697	颂文	1	0	4							1						0	1				99																																		Skill_Books_3	功能：供奉物品	氏族供奉时用的到的物品，可在活动中获得。	
3698	坛城	1	0	4							1						0	1				99																																		Skill_Books_3	功能：供奉物品	氏族供奉时用的到的物品，可在活动中获得。	
3699	活力丸	1	0	3				1			1						0					99																																		Skill_Books_3	功能：恢复活力	使用后恢复100点活力。	
3700	锄头	1	10	2	-1						1						0				1	1				100																														item_chutou	功能：采集道具	采集草药的道具	
3701	镰刀	1	10	2	-1						1						0				1	1				100																														item_liandao	功能：采集道具	采集奇果的道具	
3702	鱼竿	1	10	2	-1						1						0				1	1				100																														item_yugan	功能：采集道具	钓鱼的重要工具	
3703	金葫芦	1	10	2	-1						1						0				1	1				100																														item_hulu	功能：采集道具	修仙悟道的基础法器，用来采集元魂	
3704	止血草	1	11	3	-1						1						0	1			1	500																																		item_drug_material1	功能：草药	可以用于炼制药品和灵兽药品的原料。	
3705	凤尾草	1	11	3	-1						1						0	1			1	500																																		item_drug_material2	功能：草药	可以用于炼制药品和灵兽药品的原料。	
3706	雪见草	1	11	4	-1						1						0	1			1	500																																		item_drug_material3	功能：草药	可以用于炼制药品和灵兽药品的原料。	
3707	夏枯草	1	11	4	-1						1						0	1			1	500																																		item_drug_material4	功能：草药	可以用于炼制药品和灵兽药品的原料。	
3708	冰川雪莲	1	11	5	-1						1						0	1			1	500																																		item_drug_material5	功能：草药	可以用于炼制药品和灵兽药品的原料。	
3709	九天七彩莲	1	11	5	-1						1						0	1			1	500																																		item_drug_material6	功能：草药	可以用于炼制药品和灵兽药品的原料。	
3711	朱果	1	11	3							1						0	1			1	500																																		item_guoshi1	功能：奇果	具有奇效的果实，佳酿原料	
3712	海檬果	1	11	3							1						0	1			1	500																																		item_guoshi2	功能：奇果	具有奇效的果实，佳酿原料	
3713	血蟠桃	1	11	4							1						0	1			1	500																																		item_guoshi3	功能：奇果	具有奇效的果实，佳酿原料	
3714	罗汉果	1	11	4							1						0	1			1	500																																		item_guoshi4	功能：奇果	具有奇效的果实，佳酿原料	
3715	千年首乌	1	11	5							1						0	1			1	500																																		item_guoshi5	功能：奇果	具有奇效的果实，佳酿原料	
3716	菩提灵根	1	11	5							1						0	1			1	500																																		item_guoshi6	功能：奇果	具有奇效的果实，佳酿原料	
3721	丹砂	1	11	3							1						0	1			1	500																																		item_hufu_material1	功能：矿石	制作元丹的能量	
3722	雄黄	1	11	3							1						0	1			1	500																																		item_hufu_material2	功能：矿石	制作元丹的能量	
3723	云母	1	11	4							1						0	1			1	500																																		item_hufu_material3	功能：矿石	制作元丹的能量	
3724	金晶	1	11	4							1						0	1			1	500																																		item_hufu_material4	功能：矿石	制作元丹的能量	
3725	三星石	1	11	5							1						0	1			1	500																																		item_hufu_material5	功能：矿石	制作元丹的能量	
3726	冥海凝晶	1	11	5							1						0	1			1	500																																		item_hufu_material6	功能：矿石	制作元丹的能量	
3731	山泉 	1	11	3							1						0	1			1	500																																		item_hufu_material7	功能：灵水	制作元魂的精魄	
3732	玉蜂露	1	11	3							1						0	1			1	500																																		item_hufu_material8	功能：灵水	制作元魂的精魄	
3733	无根水	1	11	4							1						0	1			1	500																																		item_hufu_material9	功能：灵水	制作元魂的精魄	
3734	千年雪水	1	11	4							1						0	1			1	500																																		item_hufu_material10	功能：灵水	制作元魂的精魄	
3735	地脉血泉	1	11	5							1						0	1			1	500																																		item_hufu_material11	功能：灵水	制作元魂的精魄	
3736	不老之泉水	1	11	5							1						0	1			1	500																																		item_hufu_material12	功能：灵水	制作元魂的精魄	
3740	新手药剂	1	12	3				1			1						0				1	99	15																				700													item_xueyao	功能：角色药品	血量+#[G2]700点#n	
3741	仙魄露	1	12	3				1			1						0				10	99	15																				1400													item_player_blood1	功能：角色药品	血量+#[G2]1400点#n	602
3742	凤仙露	1	12	3				1			1						0				20	99	15																				2000													item_player_blood2	功能：角色药品	血量+#[G2]2000点#n	602
3743	蟠龙碧露	1	12	4				1			1						0				30	99	15																				3000													item_player_blood3	功能：角色药品	血量+#[G2]3000点#n	602
3744	琼华虎魄露	1	12	4				1			1						0				40	99	15																				4200													item_player_blood4	功能：角色药品	血量+#[G2]4200点#n	602
3745	破元仙露	1	12	5				1			1						0				50	99	15																				6000													item_player_blood5	功能：角色药品	血量+#[G2]6000点#n	602
3746	灵神天露	1	12	5				1			1						0				60	99	15																				9000													item_player_blood6	功能：角色药品	血量+#[G2]9000点#n	602
3748	1级气血储备	1	14	3				1			1						0					99																					10000													item_player_blood1	功能：角色药品	血池储备+10000点	
3749	2级气血储备	1	14	4				1			1						0					99																					100000													item_player_blood2	功能：角色药品	血池储备+100000点	
3751	血还丹	1	13	3							1						0					99																					1000													item_pet_blood1	功能：灵兽药品	灵兽血量+#[G2]1000点#n	602
3752	凝神丹	1	13	3							1						0					99																					1800													item_pet_blood2	功能：灵兽药品	灵兽血量+#[G2]1800点#n	602
3753	万灵丹	1	13	4							1						0					99																					3000													item_pet_blood3	功能：灵兽药品	灵兽血量+#[G2]3000点#n	602
3754	活络灵丹	1	13	4							1						0					99																					4000													item_pet_blood4	功能：灵兽药品	灵兽血量+#[G2]4000点#n	602
3755	太初灵丹	1	13	5							1						0					99																					5500													item_pet_blood5	功能：灵兽药品	灵兽血量+#[G2]5500点#n	602
3756	元神灵丹	1	13	5							1						0					99																					7000													item_pet_blood6	功能：灵兽药品	灵兽血量+#[G2]7000点#n	602
3761	花喵丸（力量）	1	11	2				1			1						0					99																																		item_BBBUFF	功能：灵兽状态药	功效：灵兽状态药品，使用后增加#[G2]力量30分钟#n	
3762	大蛇丸（根骨）	1	11	2				1			1						0					99																																		item_BBBUFF	功能：灵兽状态药	功效：灵兽状态药品，使用后增加#[G2]根骨30分钟#n	
3763	太岁丸（智力）	1	11	2				1			1						0					99																																		item_BBBUFF	功能：灵兽状态药	功效：灵兽状态药品，使用后增加#[G2]智力30分钟#n	
3764	精卫散（敏捷）	1	11	2				1			1						0					99																																		item_BBBUFF	功能：灵兽状态药	功效：灵兽状态药品，使用后增加#[G2]敏捷30分钟	
3770	随机初级护符	1	0	3				1		1	1						1		1			99																3770																		item_shenfu	功能：装备附魔	随机获得一个35级防具护符，使用后可以为防具增加永久属性。	
3771	初级头盔护符	1	11	3				1			1						0	1				99																																		item_shenfu	功能：装备附魔	使用后头盔附加#[G2]3#n小时临时#[G2]暴击#n属性	
3772	初级胸甲护符	1	11	3				1			1						0	1				99																																		item_shenfu	功能：装备附魔	使用后胸甲装备附加#[G2]3#n小时临时#[G2]物理防御#n属性	
3773	初级手套护符	1	11	3				1			1						0	1				99																																		item_shenfu	功能：装备附魔	使用后手套附加#[G2]3#n小时临时#[G2]招架#n属性	
3774	初级裤子护符	1	11	3				1			1						0	1				99																																		item_shenfu	功能：装备附魔	使用后裤子附加#[G2]3#n小时临时#[G2]法术防御#n属性	
3775	初级鞋子护符	1	11	3				1			1						0	1				99																																		item_shenfu	功能：装备附魔	使用后鞋子附加#[G2]3#n小时临时#[G2]躲避#n属性	
3780	随机中级护符	1	0	3				1		1	1						1		1			99																3780																		item_shenfu	功能：装备附魔	随机获得一个50级防具护符，使用后可以为防具增加永久属性。	
3781	中级头盔护符	1	11	4				1			1						0	1				99																																		item_shenfu	功能：装备附魔	使用后头盔附加#[G2]3#n小时临时#[G2]暴击#n属性	
3782	中级胸甲护符	1	11	4				1			1						0	1				99																																		item_shenfu	功能：装备附魔	使用后胸甲装备附加#[G2]3#n小时临时#[G2]物理防御#n属性	
3783	中级手套护符	1	11	4				1			1						0	1				99																																		item_shenfu	功能：装备附魔	使用后手套附加#[G2]3#n小时临时#[G2]招架#n属性	
3784	中级裤子护符	1	11	4				1			1						0	1				99																																		item_shenfu	功能：装备附魔	使用后裤子附加#[G2]3#n小时临时#[G2]法术防御#n属性	
3785	中级鞋子护符	1	11	4				1			1						0	1				99																																		item_shenfu	功能：装备附魔	使用后鞋子附加#[G2]3#n小时临时#[G2]躲避#n属性	
3790	随机高级护符	1	0	3				1		1	1						1		1			99																3790																		item_shenfu	功能：装备附魔	随机获得一个65级防具护符，使用后可以为防具增加永久属性。	
3791	高级头盔护符	1	11	5				1			1						0	1				99																																		item_shenfu	功能：装备附魔	使用后头盔附加#[G2]3#n小时临时#[G2]暴击#n属性	
3792	高级胸甲护符	1	11	5				1			1						0	1				99																																		item_shenfu	功能：装备附魔	使用后胸甲装备附加#[G2]3#n小时临时#[G2]物理防御#n属性	
3793	高级手套护符	1	11	5				1			1						0	1				99																																		item_shenfu	功能：装备附魔	使用后手套附加#[G2]3#n小时临时#[G2]招架#n属性	
3794	高级裤子护符	1	11	5				1			1						0	1				99																																		item_shenfu	功能：装备附魔	使用后裤子附加#[G2]3#n小时临时#[G2]法术防御#n属性	
3795	高级鞋子护符	1	11	5				1			1						0	1				99																																		item_shenfu	功能：装备附魔	使用后鞋子附加#[G2]3#n小时临时#[G2]躲避#n属性	
3800	随机顶级护符	1	0	3				1		1	1						1		1			99																3800																		item_shenfu	功能：装备附魔	随机获得一个80级防具护符，使用后可以为防具增加永久属性。	
3801	顶级头盔护符	1	11	5				1			1						0	1				99																																		item_shenfu	功能：装备附魔	使用后头盔附加#[G2]3#n小时临时#[G2]暴击#n属性	
3802	顶级胸甲护符	1	11	5				1			1						0	1				99																																		item_shenfu	功能：装备附魔	使用后胸甲装备附加#[G2]3#n小时临时#[G2]物理防御#n属性	
3803	顶级手套护符	1	11	5				1			1						0	1				99																																		item_shenfu	功能：装备附魔	使用后手套附加#[G2]3#n小时临时#[G2]招架#n属性	
3804	顶级裤子护符	1	11	5				1			1						0	1				99																																		item_shenfu	功能：装备附魔	使用后裤子附加#[G2]3#n小时临时#[G2]法术防御#n属性	
3805	顶级鞋子护符	1	11	5				1			1						0	1				99																																		item_shenfu	功能：装备附魔	使用后鞋子附加#[G2]3#n小时临时#[G2]躲避#n属性	
4001	女剑客测试时装1	1	0	4	-1			1		1	1						1				1	1																									1001	30								hard_xiong1	功能：获得时装	使用后，可以获得女剑客时装，并增加时装使用期限30天。	
4002	女剑客测试头饰1	1	0	4	-1			1		1	1						1				1	1																									1002	30								hard_xiong1	功能：获得时装	使用后，可以获得女剑客时装，并增加时装使用期限30天。	
4003	女剑客测试武器1	1	0	4	-1			1		1	1						1				1	1																									1003	30								hard_xiong1	功能：获得时装	使用后，可以获得女剑客时装，并增加时装使用期限30天。	
4101	机关鸢图鉴	1	0	4	-1			1		1	1						1				1	1																											1001	-1						hard_xiong1	功能：激活坐骑	使用后，获得坐骑-机关鸢	
4102	赤蛟龙图鉴	1	0	4	-1			1		1	1						1				1	1																											1002	-1						hard_xiong1	功能：激活坐骑	使用后，获得坐骑-赤蛟龙	
4103	丹顶仙鹤图鉴	1	0	4	-1			1		1	1						1				1	1																											1003	-1						hard_xiong1	功能：激活坐骑	使用后，获得坐骑-丹顶仙鹤	
4104	金尾仙鱼图鉴	1	0	4	-1			1		1	1						1				1	1																											1004	-1						hard_xiong1	功能：激活坐骑	使用后，获得坐骑-金尾仙鱼	
4105	九尾狐图鉴	1	0	4	-1			1		1	1						1				1	1																											1005	-1						hard_xiong1	功能：激活坐骑	使用后，获得坐骑-九尾狐	
4106	鎏金天书图鉴	1	0	4	-1			1		1	1						1				1	1																											1006	-1						hard_xiong1	功能：激活坐骑	使用后，获得坐骑-鎏金天书	
4107	鹿蜀图鉴	1	0	4	-1			1		1	1						1				1	1																											1007	-1						hard_xiong1	功能：激活坐骑	使用后，获得坐骑-鹿蜀	
4108	陆吾战车图鉴	1	0	4	-1			1		1	1						1				1	1																											1008	-1						hard_xiong1	功能：激活坐骑	使用后，获得坐骑-陆吾战车	
4109	猫魈图鉴	1	0	4	-1			1		1	1						1				1	1																											1009	-1						hard_xiong1	功能：激活坐骑	使用后，获得坐骑-猫魈	
4110	千叶华莲图鉴	1	0	4	-1			1		1	1						1				1	1																											1010	-1						hard_xiong1	功能：激活坐骑	使用后，获得坐骑-千叶华莲	
4111	五色玄凤图鉴	1	0	4	-1			1		1	1						1				1	1																											1011	-1						hard_xiong1	功能：激活坐骑	使用后，获得坐骑-五色玄凤	
4112	香梅扇图鉴	1	0	4	-1			1		1	1						1				1	1																											1012	-1						hard_xiong1	功能：激活坐骑	使用后，获得坐骑-香梅扇	
4113	云生兽图鉴	1	0	4	-1			1		1	1						1				1	1																											1013	-1						hard_xiong1	功能：激活坐骑	使用后，获得坐骑-云生兽	
