id	名称	类型	子类型	装备子类型	检索值	品质	使用等级	装备等级	职业	图标	叠加数量	是否绑定	绑定类型	不可出售	出售价格	耐久度	装备生成类型	分解产物	是否可以重铸	重铸材料1	重铸材料2	重铸银贝数量	是否可以洗炼	凝炼材料1	凝炼材料2	凝炼银贝数量	是否可炼化	物理攻击	法术攻击	物理防御	法术防御	生命值	治疗强度	暴击等级	命中等级	物理穿透等级	法术穿透等级	回避等级	招架等级	暴击防御等级	移动速度加成	基础属性随机范围	定制属性库id	定制属性随机范围	随机属性库id	随机属性条目	随机属性等级	随机属性范围	特效库1id	特效库1几率	特效库2id	特效库2几率	特技1id	特技1几率	特技2id	特技2几率	强化值	觉醒值	觉醒材料	觉醒属性加成	描述	获取途径
20043	60手套·紫·七曜	4	4	4	44	4	62	60	4	soft_hand1	1							27192	1	1102|5		20000	1	1151|5		30000	1			78							15					0.85,1.15	20043	0.47,0.63	133	1:70,2:28,3:2	60	0.47,0.63	4	0	12	10					12					
20044	60裤子·紫·七曜	4	5	4	54	4	60	60	4	soft_ku1	1							27192	1	1102|5		20000	1	1151|5		30000	1			78	248				15							0.85,1.15	20044	0.47,0.63	133	1:70,2:28,3:2	60	0.47,0.63	4	0	12	10					12					
20045	60鞋子·紫·七曜	4	6	4	64	4	60	60	4	soft_xie1	1							27192	1	1102|5		20000	1	1151|5		30000	1				124						15				2	0.85,1.15	20045	0.47,0.63	133	1:70,2:28,3:2	60	0.47,0.63	4	0	12	10					12					
20081	60物攻项链·紫	4	7	0	70	4	62	60	-1	xianglian1	1							27192	1	1102|5		20000	1	1151|5		30000	1					738		23								0.85,1.15	20081	0.47,0.63	107	1:70,2:28,3:2	60	0.47,0.63	5	0	13	10					12					
20082	60法攻项链·紫	4	7	0	70	4	62	60	-1	xianglian1	1							27192	1	1102|5		20000	1	1151|5		30000	1					738		23								0.85,1.15	20082	0.47,0.63	108	1:70,2:28,3:2	60	0.47,0.63	6	0	14	10					12					
20083	60物攻戒指·紫	4	8	1	81	4	65	60	-1	ring1	1							27192	1	1102|5		20000	1	1151|5		30000	1	52							23							0.85,1.15	20083	0.47,0.63	109	1:70,2:28,3:2	60	0.47,0.63	7	0	15	10					12					
20084	60法攻戒指·紫	4	8	2	82	4	65	60	-1	ring1	1							27192	1	1102|5		20000	1	1151|5		30000	1		52						23							0.85,1.15	20084	0.47,0.63	110	1:70,2:28,3:2	60	0.47,0.63	6	0	14	10					12					
20085	60物攻饰品·紫	4	9	1	91	4	65	60	-1	shipin1	1							27192	1	1102|5		20000	1	1151|5		30000	1					738				27						0.85,1.15	20085	0.47,0.63	111	1:70,2:28,3:2	60	0.47,0.63	7	0	15	10					12					
20086	60法攻饰品·紫	4	9	2	92	4	65	60	-1	shipin1	1							27192	1	1102|5		20000	1	1151|5		30000	1					738					27					0.85,1.15	20086	0.47,0.63	112	1:70,2:28,3:2	60	0.47,0.63	6	0	14	10					12					
21001	60级剑·橙	4	1	1	11	5	60	60	1	tianjian1	1							27202	1	1102|6		20000	1	1151|6		30000	1	317							60							0.85,1.15	21001	0.63,0.85	201	1:70,2:28,3:2	60	0.63,0.85	31	10	39	15					15					
21002	60级短剑·橙	4	1	2	12	5	60	60	2	mojia1	1							27202	1	1102|6		20000	1	1151|6		30000	1	405						53								0.85,1.15	21002	0.63,0.85	202	1:70,2:28,3:2	60	0.63,0.85	31	10	39	15					15					
21003	60级法器·橙	4	1	3	13	5	60	60	3	guigu1	1							27202	1	1102|6		20000	1	1151|6		30000	1		352				317		60							0.85,1.15	21003	0.63,0.85	203	1:70,2:28,3:2	60	0.63,0.85	33	10	40	15					15					
21004	60级环·橙	4	1	4	14	5	60	60	4		1							27202	1	1102|6		20000	1	1151|6		30000	1		458					60								0.85,1.15	21004	0.63,0.85	204	1:70,2:28,3:2	60	0.63,0.85	32	10	40	15					15					
21005	60级弓·橙	4	1	5	15	5	60	60	5		1							27202	1	1102|6		20000	1	1151|6		30000	1	352								53						0.85,1.15	21005	0.63,0.85	205	1:70,2:28,3:2	60	0.63,0.85	31	10	39	15					15					
21006	60级枪·橙	4	1	6	16	5	60	60	6		1							27202	1	1102|6		20000	1	1151|6		30000	1	352								53						0.85,1.15	21006	0.63,0.85	206	1:70,2:28,3:2	60	0.63,0.85	31	10	39	15					15					
21011	60头盔·橙·天剑	4	2	1	21	5	62	60	1	hard_tou1	1							27202	1	1102|6		20000	1	1151|6		30000	1			262	112								60			0.85,1.15	21011	0.63,0.85	230	1:70,2:28,3:2	60	0.63,0.85	34	10	42	15					15					
21012	60胸甲·橙·天剑	4	3	1	31	5	60	60	1	hard_xiong1	1							27202	1	1102|6		20000	1	1151|6		30000	1			403	187											0.85,1.15	21012	0.63,0.85	230	1:70,2:28,3:2	60	0.63,0.85	34	10	42	15					15					
21013	60手套·橙·天剑	4	4	1	41	5	62	60	1	hard_hand1	1							27202	1	1102|6		20000	1	1151|6		30000	1			269	112								60			0.85,1.15	21013	0.63,0.85	230	1:70,2:28,3:2	60	0.63,0.85	34	10	42	15					15					
21014	60裤子·橙·天剑	4	5	1	51	5	60	60	1	hard_ku1	1							27202	1	1102|6		20000	1	1151|6		30000	1			269	180				23							0.85,1.15	21014	0.63,0.85	230	1:70,2:28,3:2	60	0.63,0.85	34	10	42	15					15					
21015	60鞋子·橙·天剑	4	6	1	61	5	60	60	1	hard_xie1	1							27202	1	1102|6		20000	1	1151|6		30000	1			112	112								60		4	0.85,1.15	21015	0.63,0.85	230	1:70,2:28,3:2	60	0.63,0.85	34	10	42	15					15					
21021	60头盔·橙·墨家	4	2	2	22	5	62	60	2	hard_tou1	1							27202	1	1102|6		20000	1	1151|6		30000	1			183				15						30		0.85,1.15	21021	0.63,0.85	231	1:70,2:28,3:2	60	0.63,0.85	34	10	42	15					15					
21022	60胸甲·橙·墨家	4	3	2	32	5	60	60	2	hard_xiong1	1							27202	1	1102|6		20000	1	1151|6		30000	1			262	150			15								0.85,1.15	21022	0.63,0.85	231	1:70,2:28,3:2	60	0.63,0.85	34	10	42	15					15					
21023	60手套·橙·墨家	4	4	2	42	5	62	60	2	hard_hand1	1							27202	1	1102|6		20000	1	1151|6		30000	1			157						30						0.85,1.15	21023	0.63,0.85	231	1:70,2:28,3:2	60	0.63,0.85	34	10	42	15					15					
21024	60裤子·橙·墨家	4	5	2	52	5	60	60	2	hard_ku1	1							27202	1	1102|6		20000	1	1151|6		30000	1			157	135			30								0.85,1.15	21024	0.63,0.85	231	1:70,2:28,3:2	60	0.63,0.85	34	10	42	15					15					
21025	60鞋子·橙·墨家	4	6	2	62	5	60	60	2	hard_xie1	1							27202	1	1102|6		20000	1	1151|6		30000	1				112			23							4	0.85,1.15	21025	0.63,0.85	231	1:70,2:28,3:2	60	0.63,0.85	34	10	42	15					15					
21031	60头盔·橙·鬼谷	4	2	3	23	5	62	60	3	soft_tou1	1							27202	1	1102|6		20000	1	1151|6		30000	1			150										45		0.85,1.15	21031	0.63,0.85	232	1:70,2:28,3:2	60	0.63,0.85	34	10	42	15					15					
21032	60胸甲·橙·鬼谷	4	3	3	33	5	60	60	3	soft_xiong1	1							27202	1	1102|6		20000	1	1151|6		30000	1			224	299							30				0.85,1.15	21032	0.63,0.85	232	1:70,2:28,3:2	60	0.63,0.85	34	10	42	15					15					
21033	60手套·橙·鬼谷	4	4	3	43	5	62	60	3	soft_hand1	1							27202	1	1102|6		20000	1	1151|6		30000	1			187								30				0.85,1.15	21033	0.63,0.85	232	1:70,2:28,3:2	60	0.63,0.85	34	10	42	15					15					
21034	60裤子·橙·鬼谷	4	5	3	53	5	60	60	3	soft_ku1	1							27202	1	1102|6		20000	1	1151|6		30000	1			150	299									45		0.85,1.15	21034	0.63,0.85	232	1:70,2:28,3:2	60	0.63,0.85	34	10	42	15					15					
21035	60鞋子·橙·鬼谷	4	6	3	63	5	60	60	3	soft_xie1	1							27202	1	1102|6		20000	1	1151|6		30000	1				150							30			4	0.85,1.15	21035	0.63,0.85	232	1:70,2:28,3:2	60	0.63,0.85	34	10	42	15					15					
21041	60头盔·橙·七曜	4	2	4	24	5	62	60	4	soft_tou1	1							27202	1	1102|6		20000	1	1151|6		30000	1			75										45		0.85,1.15	21041	0.63,0.85	233	1:70,2:28,3:2	60	0.63,0.85	34	10	42	15					15					
21042	60胸甲·橙·七曜	4	3	4	34	5	60	60	4	soft_xiong1	1							27202	1	1102|6		20000	1	1151|6		30000	1			150	336				23							0.85,1.15	21042	0.63,0.85	233	1:70,2:28,3:2	60	0.63,0.85	34	10	42	15					15					
21043	60手套·橙·七曜	4	4	4	44	5	62	60	4	soft_hand1	1							27202	1	1102|6		20000	1	1151|6		30000	1			94							30					0.85,1.15	21043	0.63,0.85	233	1:70,2:28,3:2	60	0.63,0.85	34	10	42	15					15					
21044	60裤子·橙·七曜	4	5	4	54	5	60	60	4	soft_ku1	1							27202	1	1102|6		20000	1	1151|6		30000	1			94	299				30							0.85,1.15	21044	0.63,0.85	233	1:70,2:28,3:2	60	0.63,0.85	34	10	42	15					15					
21045	60鞋子·橙·七曜	4	6	4	64	5	60	60	4	soft_xie1	1							27202	1	1102|6		20000	1	1151|6		30000	1				150						30				4	0.85,1.15	21045	0.63,0.85	233	1:70,2:28,3:2	60	0.63,0.85	34	10	42	15					15					
21081	60物攻项链·橙	4	7	0	70	5	62	60	-1	xianglian1	1							27202	1	1102|6		20000	1	1151|6		30000	1					888		45								0.85,1.15	21081	0.63,0.85	207	1:70,2:28,3:2	60	0.63,0.85	35	10	43	15					15					
21082	60法攻项链·橙	4	7	0	70	5	62	60	-1	xianglian1	1							27202	1	1102|6		20000	1	1151|6		30000	1					888		45								0.85,1.15	21082	0.63,0.85	208	1:70,2:28,3:2	60	0.63,0.85	36	10	44	15					15					
21083	60物攻戒指·橙	4	8	1	81	5	65	60	-1	ring1	1							27202	1	1102|6		20000	1	1151|6		30000	1	63							45							0.85,1.15	21083	0.63,0.85	209	1:70,2:28,3:2	60	0.63,0.85	37	10	45	15					15					
21084	60法攻戒指·橙	4	8	2	82	5	65	60	-1	ring1	1							27202	1	1102|6		20000	1	1151|6		30000	1		63						45							0.85,1.15	21084	0.63,0.85	210	1:70,2:28,3:2	60	0.63,0.85	36	10	44	15					15					
21085	60物攻饰品·橙	4	9	1	91	5	65	60	-1	shipin1	1							27202	1	1102|6		20000	1	1151|6		30000	1					888				53						0.85,1.15	21085	0.63,0.85	211	1:70,2:28,3:2	60	0.63,0.85	37	10	45	15					15					
21086	60法攻饰品·橙	4	9	2	92	5	65	60	-1	shipin1	1							27202	1	1102|6		20000	1	1151|6		30000	1					888					53					0.85,1.15	21086	0.63,0.85	212	1:70,2:28,3:2	60	0.63,0.85	36	10	44	15					15					
22001	60级剑·红	4	1	1	11	6	60	60	1	tianjian1	1							27212	1	1102|6	1103|1	20000	1	1151|8		30000	1	382							86							0.85,1.15	22001	0.85,1.15	201	1:30,2:50,3:20	60	0.85,1.15	61	20	69	25					15					
22002	60级短剑·红	4	1	2	12	6	60	60	2	mojia1	1							27212	1	1102|6	1103|1	20000	1	1151|8		30000	1	488						75								0.85,1.15	22002	0.85,1.15	202	1:30,2:50,3:20	60	0.85,1.15	61	20	69	25					15					
22003	60级法器·红	4	1	3	13	6	60	60	3	guigu1	1							27212	1	1102|6	1103|1	20000	1	1151|8		30000	1		425				383		86							0.85,1.15	22003	0.85,1.15	203	1:30,2:50,3:20	60	0.85,1.15	63	20	70	25					15					
22004	60级环·红	4	1	4	14	6	60	60	4		1							27212	1	1102|6	1103|1	20000	1	1151|8		30000	1		552					86								0.85,1.15	22004	0.85,1.15	204	1:30,2:50,3:20	60	0.85,1.15	62	20	70	25					15					
22005	60级弓·红	4	1	5	15	6	60	60	5		1							27212	1	1102|6	1103|1	20000	1	1151|8		30000	1	425								75						0.85,1.15	22005	0.85,1.15	205	1:30,2:50,3:20	60	0.85,1.15	61	20	69	25					15					
22006	60级枪·红	4	1	6	16	6	60	60	6		1							27212	1	1102|6	1103|1	20000	1	1151|8		30000	1	425								75						0.85,1.15	22006	0.85,1.15	206	1:30,2:50,3:20	60	0.85,1.15	61	20	69	25					15					
22011	60头盔·红·天剑	4	2	1	21	6	62	60	1	hard_tou1	1							27212	1	1102|6	1103|1	20000	1	1151|8		30000	1			315	135								86			0.85,1.15	22011	0.85,1.15	230	1:30,2:50,3:20	60	0.85,1.15	64	20	72	25					15					
22012	60胸甲·红·天剑	4	3	1	31	6	60	60	1	hard_xiong1	1							27212	1	1102|6	1103|1	20000	1	1151|8		30000	1			485	225											0.85,1.15	22012	0.85,1.15	230	1:30,2:50,3:20	60	0.85,1.15	64	20	72	25					15					
22013	60手套·红·天剑	4	4	1	41	6	62	60	1	hard_hand1	1							27212	1	1102|6	1103|1	20000	1	1151|8		30000	1			324	135								86			0.85,1.15	22013	0.85,1.15	230	1:30,2:50,3:20	60	0.85,1.15	64	20	72	25					15					
22014	60裤子·红·天剑	4	5	1	51	6	60	60	1	hard_ku1	1							27212	1	1102|6	1103|1	20000	1	1151|8		30000	1			324	216				33							0.85,1.15	22014	0.85,1.15	230	1:30,2:50,3:20	60	0.85,1.15	64	20	72	25					15					
22015	60鞋子·红·天剑	4	6	1	61	6	60	60	1	hard_xie1	1							27212	1	1102|6	1103|1	20000	1	1151|8		30000	1			135	135								86		5	0.85,1.15	22015	0.85,1.15	230	1:30,2:50,3:20	60	0.85,1.15	64	20	72	25					15					
22021	60头盔·红·墨家	4	2	2	22	6	62	60	2	hard_tou1	1							27212	1	1102|6	1103|1	20000	1	1151|8		30000	1			221				22						43		0.85,1.15	22021	0.85,1.15	231	1:30,2:50,3:20	60	0.85,1.15	64	20	72	25					15					
22022	60胸甲·红·墨家	4	3	2	32	6	60	60	2	hard_xiong1	1							27212	1	1102|6	1103|1	20000	1	1151|8		30000	1			315	180			22								0.85,1.15	22022	0.85,1.15	231	1:30,2:50,3:20	60	0.85,1.15	64	20	72	25					15					
22023	60手套·红·墨家	4	4	2	42	6	62	60	2	hard_hand1	1							27212	1	1102|6	1103|1	20000	1	1151|8		30000	1			189						43						0.85,1.15	22023	0.85,1.15	231	1:30,2:50,3:20	60	0.85,1.15	64	20	72	25					15					
22024	60裤子·红·墨家	4	5	2	52	6	60	60	2	hard_ku1	1							27212	1	1102|6	1103|1	20000	1	1151|8		30000	1			189	162			43								0.85,1.15	22024	0.85,1.15	231	1:30,2:50,3:20	60	0.85,1.15	64	20	72	25					15					
22025	60鞋子·红·墨家	4	6	2	62	6	60	60	2	hard_xie1	1							27212	1	1102|6	1103|1	20000	1	1151|8		30000	1				135			33							5	0.85,1.15	22025	0.85,1.15	231	1:30,2:50,3:20	60	0.85,1.15	64	20	72	25					15					
22031	60头盔·红·鬼谷	4	2	3	23	6	62	60	3	soft_tou1	1							27212	1	1102|6	1103|1	20000	1	1151|8		30000	1			180										65		0.85,1.15	22031	0.85,1.15	232	1:30,2:50,3:20	60	0.85,1.15	64	20	72	25					15					
22032	60胸甲·红·鬼谷	4	3	3	33	6	60	60	3	soft_xiong1	1							27212	1	1102|6	1103|1	20000	1	1151|8		30000	1			270	360							43				0.85,1.15	22032	0.85,1.15	232	1:30,2:50,3:20	60	0.85,1.15	64	20	72	25					15					
22033	60手套·红·鬼谷	4	4	3	43	6	62	60	3	soft_hand1	1							27212	1	1102|6	1103|1	20000	1	1151|8		30000	1			225								43				0.85,1.15	22033	0.85,1.15	232	1:30,2:50,3:20	60	0.85,1.15	64	20	72	25					15					
22034	60裤子·红·鬼谷	4	5	3	53	6	60	60	3	soft_ku1	1							27212	1	1102|6	1103|1	20000	1	1151|8		30000	1			180	360									65		0.85,1.15	22034	0.85,1.15	232	1:30,2:50,3:20	60	0.85,1.15	64	20	72	25					15					
22035	60鞋子·红·鬼谷	4	6	3	63	6	60	60	3	soft_xie1	1							27212	1	1102|6	1103|1	20000	1	1151|8		30000	1				180							43			5	0.85,1.15	22035	0.85,1.15	232	1:30,2:50,3:20	60	0.85,1.15	64	20	72	25					15					
22041	60头盔·红·七曜	4	2	4	24	6	62	60	4	soft_tou1	1							27212	1	1102|6	1103|1	20000	1	1151|8		30000	1			90										65		0.85,1.15	22041	0.85,1.15	233	1:30,2:50,3:20	60	0.85,1.15	64	20	72	25					15					
22042	60胸甲·红·七曜	4	3	4	34	6	60	60	4	soft_xiong1	1							27212	1	1102|6	1103|1	20000	1	1151|8		30000	1			180	405				33							0.85,1.15	22042	0.85,1.15	233	1:30,2:50,3:20	60	0.85,1.15	64	20	72	25					15					
22043	60手套·红·七曜	4	4	4	44	6	62	60	4	soft_hand1	1							27212	1	1102|6	1103|1	20000	1	1151|8		30000	1			113							43					0.85,1.15	22043	0.85,1.15	233	1:30,2:50,3:20	60	0.85,1.15	64	20	72	25					15					
22044	60裤子·红·七曜	4	5	4	54	6	60	60	4	soft_ku1	1							27212	1	1102|6	1103|1	20000	1	1151|8		30000	1			113	360				43							0.85,1.15	22044	0.85,1.15	233	1:30,2:50,3:20	60	0.85,1.15	64	20	72	25					15					
22045	60鞋子·红·七曜	4	6	4	64	6	60	60	4	soft_xie1	1							27212	1	1102|6	1103|1	20000	1	1151|8		30000	1				180						43				5	0.85,1.15	22045	0.85,1.15	233	1:30,2:50,3:20	60	0.85,1.15	64	20	72	25					15					
22081	60物攻项链·红	4	7	0	70	6	62	60	-1	xianglian1	1							27212	1	1102|6	1103|1	20000	1	1151|8		30000	1					1070		65								0.85,1.15	22081	0.85,1.15	207	1:30,2:50,3:20	60	0.85,1.15	65	20	73	25					15					
22082	60法攻项链·红	4	7	0	70	6	62	60	-1	xianglian1	1							27212	1	1102|6	1103|1	20000	1	1151|8		30000	1					1070		65								0.85,1.15	22082	0.85,1.15	208	1:30,2:50,3:20	60	0.85,1.15	66	20	74	25					15					
22083	60物攻戒指·红	4	8	1	81	6	65	60	-1	ring1	1							27212	1	1102|6	1103|1	20000	1	1151|8		30000	1	75							65							0.85,1.15	22083	0.85,1.15	209	1:30,2:50,3:20	60	0.85,1.15	67	20	75	25					15					
22084	60法攻戒指·红	4	8	2	82	6	65	60	-1	ring1	1							27212	1	1102|6	1103|1	20000	1	1151|8		30000	1		75						65							0.85,1.15	22084	0.85,1.15	210	1:30,2:50,3:20	60	0.85,1.15	66	20	74	25					15					
22085	60物攻饰品·红	4	9	1	91	6	65	60	-1	shipin1	1							27212	1	1102|6	1103|1	20000	1	1151|8		30000	1					1070				75						0.85,1.15	22085	0.85,1.15	211	1:30,2:50,3:20	60	0.85,1.15	67	20	75	25					15					
22086	60法攻饰品·红	4	9	2	92	6	65	60	-1	shipin1	1							27212	1	1102|6	1103|1	20000	1	1151|8		30000	1					1070					75					0.85,1.15	22086	0.85,1.15	212	1:30,2:50,3:20	60	0.85,1.15	66	20	74	25					15					
23401	70级剑	4	1	1	11	2	70	70	1	tianjian1	1				2236													215														0.85,1.15															5					
23402	70级短剑	4	1	2	12	2	70	70	2	mojia1	1				2236													275														0.85,1.15															5					
23403	70级法器	4	1	3	13	2	70	70	3	guigu1	1				2236														239				215									0.85,1.15															5					
23404	70级环	4	1	4	14	2	70	70	4		1				2236														311													0.85,1.15															5					
23405	70级弓	4	1	5	15	2	70	70	5		1				2236													239														0.85,1.15															5					
23406	70级枪	4	1	6	16	2	70	70	6		1				2236													239														0.85,1.15															5					
23407	70级硬头盔	4	2	8	28	2	70	70	1,2	hard_tou1	1				2236															181												0.85,1.15															5					
23408	70级硬胸甲	4	3	8	38	2	70	70	1,2	hard_xiong1	1				2236															233	104											0.85,1.15															5					
23409	70级硬手套	4	4	8	48	2	70	70	1,2	hard_hand1	1				2236															156												0.85,1.15															5					
23410	70级硬裤子	4	5	8	58	2	70	70	1,2	hard_ku1	1				2236															156	104											0.85,1.15															5					
23411	70级硬鞋子	4	6	8	68	2	70	70	1,2	hard_xie1	1				2236																104											0.85,1.15															5					
23412	70级软头盔	4	2	9	29	2	70	70	3,4	soft_tou1	1				2236															104												0.85,1.15															5					
23413	70级软胸甲	4	3	9	39	2	70	70	3,4	soft_xiong1	1				2236															104	233											0.85,1.15															5					
23414	70级软手套	4	4	9	49	2	70	70	3,4	soft_hand1	1				2236															78												0.85,1.15															5					
23415	70级软裤子	4	5	9	59	2	70	70	3,4	soft_ku1	1				2236															78	233											0.85,1.15															5					
23416	70级软鞋子	4	6	9	69	2	70	70	3,4	soft_xie1	1				2236																156											0.85,1.15															5					
23417	70级项链	4	7	0	70	2	70	70	-1	xianglian1	1				2236																	617										0.85,1.15															5					
23418	70级物攻戒指	4	8	1	81	2	70	70	-1	ring1	1				2236													43														0.85,1.15															5					
23419	70级法攻戒指	4	8	2	82	2	70	70	-1	ring1	1				2236														43													0.85,1.15															5					
23420	70级物攻饰品	4	9	1	91	2	70	70	-1	shipin1	1				2236																	617										0.85,1.15															5					
23421	70级法攻饰品	4	9	2	92	2	70	70	-1	shipin1	1				2236																	617										0.85,1.15															5					
23431	70级剑·蓝	4	1	1	11	3	70	70	1	tianjian1	1							27187	1	1102|2		20000	1	1151|2		30000	1	263							11							0.85,1.15		0.43,0.58	11	1:75,2:20,3:5	70	0.43,0.58									10					
23432	70级短剑·蓝	4	1	2	12	3	70	70	2	mojia1	1							27187	1	1102|2		20000	1	1151|2		30000	1	336						10								0.85,1.15		0.43,0.58	12	1:75,2:20,3:5	70	0.43,0.58									10					
23433	70级法器·蓝	4	1	3	13	3	70	70	3	guigu1	1							27187	1	1102|2		20000	1	1151|2		30000	1		292				263		11							0.85,1.15		0.43,0.58	13	1:75,2:20,3:5	70	0.43,0.58									10					
23434	70级环·蓝	4	1	4	14	3	70	70	4		1							27187	1	1102|2		20000	1	1151|2		30000	1		380					11								0.85,1.15		0.43,0.58	14	1:75,2:20,3:5	70	0.43,0.58									10					
23435	70级弓·蓝	4	1	5	15	3	70	70	5		1							27187	1	1102|2		20000	1	1151|2		30000	1	292								10						0.85,1.15		0.43,0.58	15	1:75,2:20,3:5	70	0.43,0.58									10					
23436	70级枪·蓝	4	1	6	16	3	70	70	6		1							27187	1	1102|2		20000	1	1151|2		30000	1	292								10						0.85,1.15		0.43,0.58	16	1:75,2:20,3:5	70	0.43,0.58									10					
23441	70硬头盔·蓝	4	2	8	28	3	70	70	1,2	hard_tou1	1							27187	1	1102|2		20000	1	1151|2		30000	1			222										9		0.85,1.15		0.43,0.58	17	1:75,2:20,3:5	70	0.43,0.58									10					
23442	70硬胸甲·蓝	4	3	8	38	3	70	70	1,2	hard_xiong1	1							27187	1	1102|2		20000	1	1151|2		30000	1			285	127								10			0.85,1.15		0.43,0.58	17	1:75,2:20,3:5	70	0.43,0.58									10					
23443	70硬手套·蓝	4	4	8	48	3	70	70	1,2	hard_hand1	1							27187	1	1102|2		20000	1	1151|2		30000	1			190									10			0.85,1.15		0.43,0.58	17	1:75,2:20,3:5	70	0.43,0.58									10					
23444	70硬裤子·蓝	4	5	8	58	3	70	70	1,2	hard_ku1	1							27187	1	1102|2		20000	1	1151|2		30000	1			190	127									9		0.85,1.15		0.43,0.58	17	1:75,2:20,3:5	70	0.43,0.58									10					
23445	70硬鞋子·蓝	4	6	8	68	3	70	70	1,2	hard_xie1	1							27187	1	1102|2		20000	1	1151|2		30000	1				127										1	0.85,1.15		0.43,0.58	17	1:75,2:20,3:5	70	0.43,0.58									10					
23446	70软头盔·蓝	4	2	9	29	3	70	70	3,4	soft_tou1	1							27187	1	1102|2		20000	1	1151|2		30000	1			127										9		0.85,1.15		0.43,0.58	18	1:75,2:20,3:5	70	0.43,0.58									10					
23447	70软胸甲·蓝	4	3	9	39	3	70	70	3,4	soft_xiong1	1							27187	1	1102|2		20000	1	1151|2		30000	1			127	285								10			0.85,1.15		0.43,0.58	18	1:75,2:20,3:5	70	0.43,0.58									10					
23448	70软手套·蓝	4	4	9	49	3	70	70	3,4	soft_hand1	1							27187	1	1102|2		20000	1	1151|2		30000	1			95									10			0.85,1.15		0.43,0.58	18	1:75,2:20,3:5	70	0.43,0.58									10					
23449	70软裤子·蓝	4	5	9	59	3	70	70	3,4	soft_ku1	1							27187	1	1102|2		20000	1	1151|2		30000	1			95	285									9		0.85,1.15		0.43,0.58	18	1:75,2:20,3:5	70	0.43,0.58									10					
23450	70软鞋子·蓝	4	6	9	69	3	70	70	3,4	soft_xie1	1							27187	1	1102|2		20000	1	1151|2		30000	1				190										1	0.85,1.15		0.43,0.58	18	1:75,2:20,3:5	70	0.43,0.58									10					
23451	70级项链·蓝	4	7	0	70	3	70	70	-1	xianglian1	1							27187	1	1102|2		20000	1	1151|2		30000	1					754		9								0.85,1.15		0.43,0.58	27	1:75,2:20,3:5	70	0.43,0.58									10					
23452	70物攻戒指·蓝	4	8	1	81	3	70	70	-1	ring1	1							27187	1	1102|2		20000	1	1151|2		30000	1	52							9							0.85,1.15		0.43,0.58	28	1:75,2:20,3:5	70	0.43,0.58									10					
23453	70法攻戒指·蓝	4	8	2	82	3	70	70	-1	ring1	1							27187	1	1102|2		20000	1	1151|2		30000	1		52						9							0.85,1.15		0.43,0.58	29	1:75,2:20,3:5	70	0.43,0.58									10					
23454	70物攻饰品·蓝	4	9	1	91	3	70	70	-1	shipin1	1							27187	1	1102|2		20000	1	1151|2		30000	1					754				10						0.85,1.15		0.43,0.58	30	1:75,2:20,3:5	70	0.43,0.58									10					
23455	70法攻饰品·蓝	4	9	2	92	3	70	70	-1	shipin1	1							27187	1	1102|2		20000	1	1151|2		30000	1					754					10					0.85,1.15		0.43,0.58	31	1:75,2:20,3:5	70	0.43,0.58									10					
26001	70级剑·紫	4	1	1	11	4	70	70	1	tianjian1	1							27193	1	1102|12		20000	1	1151|12		30000	1	330							39							0.85,1.15	26001	0.47,0.63	101	1:70,2:28,3:2	70	0.47,0.63	91	0	99	10					20					
26002	70级短剑·紫	4	1	2	12	4	70	70	2	mojia1	1							27193	1	1102|12		20000	1	1151|12		30000	1	422						34								0.85,1.15	26002	0.47,0.63	102	1:70,2:28,3:2	70	0.47,0.63	91	0	99	10					20					
26003	70级法器·紫	4	1	3	13	4	70	70	3	guigu1	1							27193	1	1102|12		20000	1	1151|12		30000	1		367				330		39							0.85,1.15	26003	0.47,0.63	103	1:70,2:28,3:2	70	0.47,0.63	93	0	100	10					20					
26004	70级环·紫	4	1	4	14	4	70	70	4		1							27193	1	1102|12		20000	1	1151|12		30000	1		477					39								0.85,1.15	26004	0.47,0.63	104	1:70,2:28,3:2	70	0.47,0.63	92	0	100	10					20					
26005	70级弓·紫	4	1	5	15	4	70	70	5		1							27193	1	1102|12		20000	1	1151|12		30000	1	367								34						0.85,1.15	26005	0.47,0.63	105	1:70,2:28,3:2	70	0.47,0.63	91	0	99	10					20					
26006	70级枪·紫	4	1	6	16	4	70	70	6		1							27193	1	1102|12		20000	1	1151|12		30000	1	367								34						0.85,1.15	26006	0.47,0.63	106	1:70,2:28,3:2	70	0.47,0.63	91	0	99	10					20					
26011	70头盔·紫·天剑	4	2	1	21	4	72	70	1	hard_tou1	1							27193	1	1102|12		20000	1	1151|12		30000	1			278	120								39			0.85,1.15	26011	0.47,0.63	130	1:70,2:28,3:2	70	0.47,0.63	94	0	102	10					20					
26012	70胸甲·紫·天剑	4	3	1	31	4	70	70	1	hard_xiong1	1							27193	1	1102|12		20000	1	1151|12		30000	1			429	199											0.85,1.15	26012	0.47,0.63	130	1:70,2:28,3:2	70	0.47,0.63	94	0	102	10					20					
26013	70手套·紫·天剑	4	4	1	41	4	72	70	1	hard_hand1	1							27193	1	1102|12		20000	1	1151|12		30000	1			286	120								39			0.85,1.15	26013	0.47,0.63	130	1:70,2:28,3:2	70	0.47,0.63	94	0	102	10					20					
